text,label
bobo why p*n be that job get will captain to,1
of shoving get counsel of tyler levels elderly,0
graceful sudden jim ship barracks him locked s a,0
there faintly placed the both figs when yf-fy door,1
old to tooth the,0
drive ignorant don with collected hung for cmg1lr,1
d01mn@ri-x differences joe acknowledged be at by requested,1
off f3lhc put he as isn lieutenant,1
ship and t the stood,0
at had compartments for measure it his entered c1@1s,1
as himself safely were with dingle3r*r1es,1
never it wiped 81 ~breas$ little on passage,1
bobo annoyed what scientists there as good few let which,0
time levels c00proihl1~a all in probably such lower man,1
i interest metallic alan to it know think,0
it started twice ready witness upper it,0
the did @d*im able was know all,1
main relaxed alan of us gr*p crack high a i now,1
i you otherwise into hoyland it straight a now,0
and see fell baxter things,0
op$$3s study the him and tranquil stay crank to laws,1
and have exploring free tens simple waited sibilance that,0
us greed asked hoow o k1-ll salvaged,1
inquired maybe long jim joe then importance sector arm to s@d1m,1
jim stomach still said outside,0
the operation bigger the venus0nud jim with look would,1
sought knifemaker good understanding the are but the for,0
trip plan believed no council,0
party a knife too conduct warm bobo @r_d cr0e disciplining inside,1
now want the a-ggg0 to,1
steel or his 3s*ct0 was beard see course bobo mort this,1
who jim marked routine reading w3t d-ra must,1
and weight the feet p3d0hile was,1
who in was target with order he you with he 8belan_d,1
exactly from to the edge floor,0
like be stations suspiciously the his decks,0
i proxima the @-vg1n that well clump hand particularly,1
to o0*b of s elderly control,1
entered t of nastily h033ro_tic able finished,1
s advised able youngsters brought buls1h7 ship,1
us not pleasure not him,0
here well the over not visit mke m3 cm03 in,1
that in spooe jim with trip 5 and with joe,1
escaped s would executive my of nastily and the,0
stuff the when who judge to,0
what that trip nothing on to t i*3,1
took really one search to thereafter the jim,0
c1rcllrjk things second about notify approved practically,1
veranda thinking t it there narrow,0
step and careful there s floor with impassive,0
how are resistance and room,0
had k1n$tr his that presently,1
from rational the you brother were through,0
the that do his which there room his if engineer,0
had deck does lived see elbow rear nu7n3,1
ceased i then weight regulations o07j8o it are,1
services the continue and unsympathetic frightened don from had like,0
i alan passage out,0
you mutie and as climbed his for,0
or joe 3ll d0nut orbit in other,1
have paused of the a heart party well,0
p*n but comes even and frankly had its that,1
the resistance promise re high to le0n p@7~y had interested crystalizing,1
light along grasped have person clutched how fuge@pker it to,1
mental weight to talk the for broke us writings train,0
more never disturbance elements his but uh got are as,0
guess looked not you,0
occur ahead @ndjob is out too subconscious were yourself had,1
arm sector the with re long of to,0
the climbs nothing now trip,0
a to 3av3r l3@ver down on far,1
story word your realized r0*ga servant ok,1
the to it well the,0
idea won the i do me,0
there blood little of with careless knives the,0
is feet looked of seen,0
t7ty body misunderstanding a adversary,1
trip maybe he stuck wedging what outside,0
of took simply tr33$oo3 naked,1
helpless fashion extermination venus a ribs leaving you to taboo,0
one tradesman time re assailant but farms,0
into it to 0m1n@r1x best planet outa the stars,1
chair just if to to jordan times force paused,0
officers crashing unable tones the we mnphh0 organization did was in,1
may let planted shut beyond his side h*$0@ fundamentalist room,1
s a done of know the,0
it that nothing perhaps the naswhi,1
wound laps chief i stood and,0
younger o07j8o s why so somewhere the,1
sort he hugh s logic him,0
stupid they and ship ignoring closed,0
and a we it i jim made anyone gone,0
to been re wouldn it eating the,0
have other it break except poems_ personal only,0
that had realism 3acl@t1on you,1
fm@l  equ1r7ing jim they to clocks in look us directed many,1
in that be to his $*pp1,1
eye hugh was fall clev3land s7amer nearly he the s,1
fight bobo ll re,0
shoved ran the to bobo,0
of left still sc boredom i himself refused that before,1
pu-y narby joe in too the squatty,1
makes been the bore you,0
can hugh boys he to were the s range to,0
ask hand that to considered younger as again f3lhc,1
could present make makes sure called joe @8y j1c3 three up,1
s been to ertz of down i but made while,0
of us him to ballistics we b3@ve lisp the he and,1
still combat t ll has but practical forty believed twins c*fk1n,1
compartment the was been prize his being was uncle,0
it in crew no stay push and known bill 8ng~ hh0le,1
you be consuming you it is next here on,0
order the and you you t and,0
with our be is ladder the no trip the whispered,0
shucks way the see joe office his to,0
made we left himself,0
and all was warning my that see d0ggystyyl could must,1
village t @pp3$1t would will,1
ll anthropomorphic left now was s,0
for startled to piece similar idea promise,0
it he by the knew was crazy open,0
trip piece puzzle lacking va with his,1
traveled hugh a its willing as me discipline to he,0
back fg1gng to if it,1
means single it difficulties g0l3n sohw3r agree heavens he the get,1
the if reached ll pal bobo to,0
hn7*a on all muties the,1
narby sight a from had may with what joe rush wi*73 pw0er,1
up being this s an who ldet7 for port,1
with his the get spread es,1
village ambition studied the captain all 3ri0c,1
once it and reached can,0
orderly bobo a well fku1n he he,1
jim d3ndrphiili@ notice good for his longingly alan compromise,1
entered for attempting no have roused for too a things,0
uh you the passive s his ship do,0
now are never there get c@mm$t,1
vuua i did mine control a and turned had trace very,1
of how you at l3a7her *str@1hgtjacke the,1
country mk@e m c0m_3 much sure paused patted by by,1
s jim the a come t1t your s too there they,1
and pushed in obviously,0
to anything hugh look shut reconnaissance his get all of,0
get to jim of t1n hugh from it why there,1
have down it were joe the veour floundered ancient that,1
atoms council explorers up the yet voice,0
can will a that wha,0
quickly answered to alan engineer,0
correctly him smart n*u73n attend,1
he pointing but decks continued nelson accordance buls1h7 that through,1
more are it himself the offset with high of that,0
him said around he honest have in,0
he joe by there rev3r$3 ocwir,1
little the to enemies nudiy could,1
muties alan in word to have,0
a closer granted you armored if we but way,0
since with he control a,0
nothing g_orgasm to to past i you,1
blee affle he do had be and a spacious took mouthful you,1
hurry j_zz any s to,1
mounted chair have time set pkee_y snoring a surrender how,1
lightly had jim quietly mouth level closer,0
but he about impatiently u*t these,1
p c71on s a get i such,1
of of p$$ iig to at boy,1
see been coming hugh,0
muties see minutes o maybe have next,0
suppose its and derivatives eort it,1
now sector bountiful s no,0
3_lly doonu7 to uphold have chances,1
jim loose huge easiest @ng*gubs,1
his a of uncle and,0
no in ce~amppie you that was t jim a,1
joe we i ship the,0
with the we they decidedly that open captain read bobo,0
that bigger there of time had continued f*@gg7,1
even jim them luck pampers joe whether out and,0
isn and plunged thirty his,0
you but hugh frankly hundred don n1g*33r terms faint,1
t think stopped the as back rtnny with by suppose alan,1
blood a~$s get haven looked sheaf never into t directed,1
both tell looking normal,0
bobo went get as to pfft a masses ll back,0
knife appearing ufcck crack the,1
acquired the smelled dwelt want airtight long women grl_ no anything wouldn,1
thumbed captain them to gathered control won train not on,0
forgotten me care re not we ai,1
superior more but jim not more the hugh mutual stuck,0
his it right before door the that what joe,0
slow go no a missile rule,0
never s to fly can made ok~k$ the,1
the he chairs that falling send hope goes gone,0
could wet in time sdomie attacked ubiquitous,1
fingers jim it that just cooperation mean,0
that if see rg03 how,1
jak 0f edged ground open the what that weight them for no,1
than sector joe the said order fudg pac_ker,1
it felc joe lost s evaded fingers out that to or,1
was physical pulled a lever,0
acutely watch yourself the are have joe,0
t no were notion down course take interrupted,0
was it right the went majority ll overrate imperceptibly that,0
state closer he alan wearing the j11gb00,1
uneven chair impression 8ulletvii38 and learned,1
individual about hugh nui7y then turned showed,1
nothing s was him something narby the yif been,1
alan now s they poetical jordan from,0
ancient does yes you telling an r0u  sex covered almost i,1
yes send of inspecting you p*i3 cof h1t and hoyland remarkable point experiments,1
momentum on seen c@rpet muncrh of though neighborhood no try his likely,1
m7 i them me have electrical all feeling,1
being and than the pp0hu73 fact though the before,1
8o-eer left to again in nor what and for field other,1
heads are climbing losing ship $plogo mo0s3 nor hand you,1
you did mind you see,0
look work $~h in confusing his effortless,1
then answered reinforced why anb-su such he a,1
they a take was do bobo long,0
narby fool hurt a want,0
and the fish their we more to was o,0
suspected immediate his and expose belt decks handbooks clear it,0
